REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME,OBJECTID
2020/07/02 04:00:00+00,Ward 6,47,933,14504,2021/01/20 16:15:05+00,1056
2020/07/03 04:00:00+00,Ward 6,47,934,14943,2021/01/20 16:15:05+00,1057
2020/07/04 04:00:00+00,Ward 6,48,940,15202,2021/01/20 16:15:05+00,1058
2020/07/05 04:00:00+00,Ward 6,48,943,15461,2021/01/20 16:15:05+00,1059
2020/07/06 04:00:00+00,Ward 6,48,949,15841,2021/01/20 16:15:05+00,1060
2020/07/07 04:00:00+00,Ward 6,49,960,16520,2021/01/20 16:15:05+00,1061
2020/07/08 04:00:00+00,Ward 6,49,961,,2021/01/20 16:15:05+00,1062
2020/07/09 04:00:00+00,Ward 6,49,973,17673,2021/01/20 16:15:05+00,1063
2020/07/10 04:00:00+00,Ward 6,49,980,18351,2021/01/20 16:15:05+00,1064
2020/07/11 04:00:00+00,Ward 6,49,988,18769,2021/01/20 16:15:05+00,1065
2020/07/12 04:00:00+00,Ward 6,49,992,19290,2021/01/20 16:15:05+00,1066
2020/07/13 04:00:00+00,Ward 6,49,998,20023,2021/01/20 16:15:05+00,1067
2020/07/14 04:00:00+00,Ward 6,49,1010,20734,2021/01/20 16:15:05+00,1068
2020/07/15 04:00:00+00,Ward 6,49,1017,21149,2021/01/20 16:15:05+00,1069
2020/07/16 04:00:00+00,Ward 6,49,1021,21752,2021/01/20 16:15:05+00,1070
2020/07/17 04:00:00+00,Ward 6,49,1038,22343,2021/01/20 16:15:05+00,1071
2020/07/18 04:00:00+00,Ward 6,49,1053,18405,2021/01/20 16:15:05+00,1072
2020/07/19 04:00:00+00,Ward 6,50,1065,23527,2021/01/20 16:15:05+00,1073
2020/07/20 04:00:00+00,Ward 6,50,1070,24176,2021/01/20 16:15:05+00,1074
2020/07/21 04:00:00+00,Ward 6,50,1077,24850,2021/01/20 16:15:05+00,1075
2020/07/22 04:00:00+00,Ward 6,50,1080,25333,2021/01/20 16:15:05+00,1076
2020/07/23 04:00:00+00,Ward 6,50,1087,26073,2021/01/20 16:15:05+00,1077
2020/07/24 04:00:00+00,Ward 6,50,1094,26870,2021/01/20 16:15:05+00,1078
2020/07/25 04:00:00+00,Ward 6,50,1098,27232,2021/01/20 16:15:05+00,1079
2020/07/26 04:00:00+00,Ward 6,50,1106,27682,2021/01/20 16:15:05+00,1080
2020/07/27 04:00:00+00,Ward 6,50,1116,28309,2021/01/20 16:15:05+00,1081
2020/07/28 04:00:00+00,Ward 6,50,1121,28752,2021/01/20 16:15:05+00,1082
2020/07/29 04:00:00+00,Ward 6,50,1125,29556,2021/01/20 16:15:05+00,1083
2020/07/30 04:00:00+00,Ward 6,50,1138,30407,2021/01/20 16:15:05+00,1084
2020/07/31 04:00:00+00,Ward 6,50,1147,31157,2021/01/20 16:15:05+00,1085
2020/08/01 04:00:00+00,Ward 6,50,1150,31892,2021/01/20 16:15:05+00,1086
2020/08/02 04:00:00+00,Ward 6,50,1152,32239,2021/01/20 16:15:05+00,1087
2020/08/03 04:00:00+00,Ward 6,50,1163,32560,2021/01/20 16:15:05+00,1088
2020/08/04 04:00:00+00,Ward 6,50,1172,33062,2021/01/20 16:15:05+00,1089
2020/08/05 04:00:00+00,Ward 6,50,1179,33650,2021/01/20 16:15:05+00,1090
2020/08/06 04:00:00+00,Ward 6,50,1188,34173,2021/01/20 16:15:05+00,1091
2020/08/07 04:00:00+00,Ward 6,50,1198,35224,2021/01/20 16:15:05+00,1092
2020/08/08 04:00:00+00,Ward 6,50,1215,36071,2021/01/20 16:15:05+00,1093
2020/08/09 04:00:00+00,Ward 6,50,1220,36656,2021/01/20 16:15:05+00,1094
2020/08/10 04:00:00+00,Ward 6,50,1236,37531,2021/01/20 16:15:05+00,1095
2020/08/11 04:00:00+00,Ward 6,50,1244,38011,2021/01/20 16:15:05+00,1096
2020/08/12 04:00:00+00,Ward 6,50,1256,38518,2021/01/20 16:15:05+00,1097
2020/08/13 04:00:00+00,Ward 6,50,1265,39681,2021/01/20 16:15:05+00,1098
2020/08/14 04:00:00+00,Ward 6,50,1271,40305,2021/01/20 16:15:05+00,1099
2020/08/15 04:00:00+00,Ward 6,50,1276,41089,2021/01/20 16:15:05+00,1100
2020/08/16 04:00:00+00,Ward 6,50,1280,41759,2021/01/20 16:15:05+00,1101
2020/08/17 04:00:00+00,Ward 6,50,1287,42822,2021/01/20 16:15:05+00,1102
2020/08/18 04:00:00+00,Ward 6,50,1287,43221,2021/01/20 16:15:05+00,1103
2020/08/19 04:00:00+00,Ward 6,50,1295,44006,2021/01/20 16:15:05+00,1104
2020/08/20 04:00:00+00,Ward 6,51,1297,44964,2021/01/20 16:15:05+00,1105
2020/08/21 04:00:00+00,Ward 6,52,1305,45462,2021/01/20 16:15:05+00,1106
2020/08/22 04:00:00+00,Ward 6,52,1306,46246,2021/01/20 16:15:05+00,1107
2020/08/23 04:00:00+00,Ward 6,52,1317,46937,2021/01/20 16:15:05+00,1108
2020/08/24 04:00:00+00,Ward 6,52,1326,47389,2021/01/20 16:15:05+00,1109
2020/08/25 04:00:00+00,Ward 6,52,1336,47754,2021/01/20 16:15:05+00,1110
2020/08/26 04:00:00+00,Ward 6,52,1339,48438,2021/01/20 16:15:05+00,1111
2020/08/27 04:00:00+00,Ward 6,52,1348,49239,2021/01/20 16:15:05+00,1112
2020/08/28 04:00:00+00,Ward 6,52,1354,49862,2021/01/20 16:15:05+00,1113
2020/08/29 04:00:00+00,Ward 6,52,1360,50416,2021/01/20 16:15:05+00,1114
2020/08/30 04:00:00+00,Ward 6,52,1365,51095,2021/01/20 16:15:05+00,1115
2020/08/31 04:00:00+00,Ward 6,52,1374,51461,2021/01/20 16:15:05+00,1116
2020/09/01 04:00:00+00,Ward 6,52,1380,51791,2021/01/20 16:15:05+00,1117
2020/09/02 04:00:00+00,Ward 6,52,1389,52485,2021/01/20 16:15:05+00,1118
2020/09/03 04:00:00+00,Ward 6,52,1392,53437,2021/01/20 16:15:05+00,1119
2020/09/04 04:00:00+00,Ward 6,52,1399,54071,2021/01/20 16:15:05+00,1120
2020/09/05 04:00:00+00,Ward 6,52,1403,54597,2021/01/20 16:15:05+00,1121
2020/09/06 04:00:00+00,Ward 6,52,1411,54973,2021/01/20 16:15:05+00,1122
2020/09/07 04:00:00+00,Ward 6,52,1414,55615,2021/01/20 16:15:05+00,1123
2020/09/08 04:00:00+00,Ward 6,52,1417,55832,2021/01/20 16:15:05+00,1124
2020/09/09 04:00:00+00,Ward 6,53,1419,56144,2021/01/20 16:15:05+00,1125
2020/09/10 04:00:00+00,Ward 6,53,1427,56848,2021/01/20 16:15:05+00,1126
2020/09/11 04:00:00+00,Ward 6,53,1431,57518,2021/01/20 16:15:05+00,1127
2020/09/12 04:00:00+00,Ward 6,53,1437,57970,2021/01/20 16:15:05+00,1128
2020/09/13 04:00:00+00,Ward 6,53,1440,58168,2021/01/20 16:15:05+00,1129
2020/09/14 04:00:00+00,Ward 6,53,1455,59085,2021/01/20 16:15:05+00,1130
2020/09/15 04:00:00+00,Ward 6,53,1462,59361,2021/01/20 16:15:05+00,1131
2020/09/16 04:00:00+00,Ward 6,53,1464,59871,2021/01/20 16:15:05+00,1132
2020/09/17 04:00:00+00,Ward 6,53,1467,60717,2021/01/20 16:15:05+00,1133
2020/09/18 04:00:00+00,Ward 6,53,1472,61412,2021/01/20 16:15:05+00,1134
2020/09/19 04:00:00+00,Ward 6,53,1478,62093,2021/01/20 16:15:05+00,1135
2020/09/20 04:00:00+00,Ward 6,53,1480,62398,2021/01/20 16:15:05+00,1136
2020/09/21 04:00:00+00,Ward 6,53,1488,63169,2021/01/20 16:15:05+00,1137
2020/09/22 04:00:00+00,Ward 6,53,1489,63510,2021/01/20 16:15:05+00,1138
2020/09/23 04:00:00+00,Ward 6,53,1494,64273,2021/01/20 16:15:05+00,1139
2020/09/24 04:00:00+00,Ward 6,53,1504,65256,2021/01/20 16:15:05+00,1140
2020/09/25 04:00:00+00,Ward 6,53,1510,65940,2021/01/20 16:15:05+00,1141
2020/09/26 04:00:00+00,Ward 6,53,1512,66493,2021/01/20 16:15:05+00,1142
2020/09/27 04:00:00+00,Ward 6,53,1515,66746,2021/01/20 16:15:05+00,1143
2020/09/28 04:00:00+00,Ward 6,53,1520,67244,2021/01/20 16:15:05+00,1144
2020/09/29 04:00:00+00,Ward 6,53,1522,67489,2021/01/20 16:15:05+00,1145
2020/09/30 04:00:00+00,Ward 6,53,1528,68059,2021/01/20 16:15:05+00,1146
2020/10/01 04:00:00+00,Ward 6,53,1536,68818,2021/01/20 16:15:05+00,1147
2020/10/02 04:00:00+00,Ward 6,53,1539,69392,2021/01/20 16:15:05+00,1148
2020/10/03 04:00:00+00,Ward 6,53,1542,69986,2021/01/20 16:15:05+00,1149
2020/10/04 04:00:00+00,Ward 6,53,1545,70304,2021/01/20 16:15:05+00,1150
2020/10/05 04:00:00+00,Ward 6,53,1561,71552,2021/01/20 16:15:05+00,1151
2020/10/06 04:00:00+00,Ward 6,53,1566,72010,2021/01/20 16:15:05+00,1152
2020/10/07 04:00:00+00,Ward 6,53,1577,72920,2021/01/20 16:15:05+00,1153
2020/10/08 04:00:00+00,Ward 6,53,1583,73709,2021/01/20 16:15:05+00,1154
2020/10/09 04:00:00+00,Ward 6,53,1590,74785,2021/01/20 16:15:05+00,1155
2020/10/10 04:00:00+00,Ward 6,53,1595,75723,2021/01/20 16:15:05+00,1156
2020/10/11 04:00:00+00,Ward 6,53,1599,76140,2021/01/20 16:15:05+00,1157
2020/10/12 04:00:00+00,Ward 6,53,1604,77062,2021/01/20 16:15:05+00,1158
2020/10/13 04:00:00+00,Ward 6,53,1613,77980,2021/01/20 16:15:05+00,1159
2020/10/14 04:00:00+00,Ward 6,53,1616,78253,2021/01/20 16:15:05+00,1160
2020/10/15 04:00:00+00,Ward 6,53,1623,78885,2021/01/20 16:15:05+00,1161
2020/10/16 04:00:00+00,Ward 6,53,1631,80296,2021/01/20 16:15:05+00,1162
2020/10/17 04:00:00+00,Ward 6,53,1639,80923,2021/01/20 16:15:05+00,1163
2020/10/18 04:00:00+00,Ward 6,53,1642,81276,2021/01/20 16:15:05+00,1164
2020/10/19 04:00:00+00,Ward 6,53,1651,82177,2021/01/20 16:15:05+00,1165
2020/10/20 04:00:00+00,Ward 6,53,1657,82621,2021/01/20 16:15:05+00,1166
2020/10/21 04:00:00+00,Ward 6,53,1664,83083,2021/01/20 16:15:05+00,1167
2020/10/22 04:00:00+00,Ward 6,53,1674,83956,2021/01/20 16:15:05+00,1168
2020/10/23 04:00:00+00,Ward 6,53,1693,84863,2021/01/20 16:15:05+00,1169
2020/10/24 04:00:00+00,Ward 6,53,1700,85384,2021/01/20 16:15:05+00,1170
2020/10/25 04:00:00+00,Ward 6,53,1707,85619,2021/01/20 16:15:05+00,1171
2020/10/26 04:00:00+00,Ward 6,53,1727,86394,2021/01/20 16:15:05+00,1172
2020/10/27 04:00:00+00,Ward 6,53,1737,86896,2021/01/20 16:15:05+00,1173
2020/10/28 04:00:00+00,Ward 6,53,1756,87792,2021/01/20 16:15:05+00,1174
2020/10/29 04:00:00+00,Ward 6,53,1769,88316,2021/01/20 16:15:05+00,1175
2020/10/30 04:00:00+00,Ward 6,53,1786,89427,2021/01/20 16:15:05+00,1176
2020/10/31 04:00:00+00,Ward 6,53,1796,89969,2021/01/20 16:15:05+00,1177
2020/11/01 04:00:00+00,Ward 6,53,1800,90368,2021/01/20 16:15:05+00,1178
2020/11/02 05:00:00+00,Ward 6,53,1815,91124,2021/01/20 16:15:05+00,1179
2020/11/03 05:00:00+00,Ward 6,53,1829,91803,2021/01/20 16:15:05+00,1180
2020/11/04 05:00:00+00,Ward 6,53,1837,92401,2021/01/20 16:15:05+00,1181
2020/11/05 05:00:00+00,Ward 6,54,1854,93193,2021/01/20 16:15:05+00,1182
2020/11/06 05:00:00+00,Ward 6,54,1868,93818,2021/01/20 16:15:05+00,1183
2020/11/07 05:00:00+00,Ward 6,54,1885,94485,2021/01/20 16:15:05+00,1184
2020/11/08 05:00:00+00,Ward 6,54,1902,95102,2021/01/20 16:15:05+00,1185
2020/11/09 05:00:00+00,Ward 6,54,1924,95676,2021/01/20 16:15:05+00,1186
2020/11/10 05:00:00+00,Ward 6,54,1959,96655,2021/01/20 16:15:05+00,1187
2020/11/11 05:00:00+00,Ward 6,54,1989,97443,2021/01/20 16:15:05+00,1188
2020/11/12 05:00:00+00,Ward 6,54,2016,98105,2021/01/20 16:15:05+00,1189
2020/11/13 05:00:00+00,Ward 6,55,2057,99135,2021/01/20 16:15:05+00,1190
2020/11/14 05:00:00+00,Ward 6,55,2090,100111,2021/01/20 16:15:05+00,1191
2020/11/15 05:00:00+00,Ward 6,55,2111,100400,2021/01/20 16:15:05+00,1192
2020/11/16 05:00:00+00,Ward 6,55,2154,101498,2021/01/20 16:15:05+00,1193
2020/11/17 05:00:00+00,Ward 6,56,2182,102317,2021/01/20 16:15:05+00,1194
2020/11/18 05:00:00+00,Ward 6,57,2222,103547,2021/01/20 16:15:05+00,1195
2020/11/19 05:00:00+00,Ward 6,58,2243,104202,2021/01/20 16:15:05+00,1196
2020/11/20 05:00:00+00,Ward 6,58,2274,105697,2021/01/20 16:15:05+00,1197
2020/11/21 05:00:00+00,Ward 6,58,2302,107935,2021/01/20 16:15:05+00,1198
2020/11/22 05:00:00+00,Ward 6,58,2322,109440,2021/01/20 16:15:05+00,1199
2020/11/23 05:00:00+00,Ward 6,58,2341,110746,2021/01/20 16:15:05+00,1200
2020/11/24 05:00:00+00,Ward 6,58,2365,111853,2021/01/20 16:15:05+00,1201
2020/11/25 05:00:00+00,Ward 6,58,2401,115376,2021/01/20 16:15:05+00,1202
2020/11/26 05:00:00+00,Ward 6,58,2428,117320,2021/01/20 16:15:05+00,1203
2020/11/27 05:00:00+00,Ward 6,58,2469,119415,2021/01/20 16:15:05+00,1204
2020/11/28 05:00:00+00,Ward 6,59,2490,120714,2021/01/20 16:15:05+00,1205
2020/11/29 05:00:00+00,Ward 6,59,2502,121916,2021/01/20 16:15:05+00,1206
2020/11/30 05:00:00+00,Ward 6,61,2526,122361,2021/01/20 16:15:05+00,1207
2020/12/01 05:00:00+00,Ward 6,63,2550,122884,2021/01/20 16:15:05+00,1208
2020/12/02 05:00:00+00,Ward 6,64,2607,124294,2021/01/20 16:15:05+00,1209
2020/12/03 05:00:00+00,Ward 6,64,2658,125028,2021/01/20 16:15:05+00,1210
2020/12/04 05:00:00+00,Ward 6,64,2715,127259,2021/01/20 16:15:05+00,1211
2020/12/05 05:00:00+00,Ward 6,64,2758,128705,2021/01/20 16:15:05+00,1212
2020/12/06 05:00:00+00,Ward 6,65,2778,129481,2021/01/20 16:15:05+00,1213
2020/12/07 05:00:00+00,Ward 6,65,2818,130653,2021/01/20 16:15:05+00,1214
2020/12/08 05:00:00+00,Ward 6,66,2849,131694,2021/01/20 16:15:05+00,1215
2020/12/09 05:00:00+00,Ward 6,66,2895,132621,2021/01/20 16:15:05+00,1216
2020/12/10 05:00:00+00,Ward 6,66,2924,133253,2021/01/20 16:15:05+00,1217
2020/12/11 05:00:00+00,Ward 6,66,2957,134684,2021/01/20 16:15:05+00,1218
2020/12/12 05:00:00+00,Ward 6,66,3005,135964,2021/01/20 16:15:05+00,1219
2020/12/13 05:00:00+00,Ward 6,66,3022,136762,2021/01/20 16:15:05+00,1220
2020/12/14 05:00:00+00,Ward 6,66,3056,138147,2021/01/20 16:15:05+00,1221
2020/12/15 05:00:00+00,Ward 6,66,3092,139375,2021/01/20 16:15:05+00,1222
2020/12/16 05:00:00+00,Ward 6,67,3117,140152,2021/01/20 16:15:05+00,1223
2020/12/17 05:00:00+00,Ward 6,68,3163,141519,2021/01/20 16:15:05+00,1224
2020/12/18 05:00:00+00,Ward 6,69,3202,143244,2021/01/20 16:15:05+00,1225
2020/12/19 05:00:00+00,Ward 6,70,3248,145398,2021/01/20 16:15:05+00,1226
2020/12/20 05:00:00+00,Ward 6,72,3262,146434,2021/01/20 16:15:05+00,1227
2020/12/21 05:00:00+00,Ward 6,72,3280,147275,2021/01/20 16:15:05+00,1228
2020/12/22 05:00:00+00,Ward 6,73,3329,149356,2021/01/20 16:15:05+00,1229
2020/12/23 05:00:00+00,Ward 6,73,3352,150880,2021/01/20 16:15:05+00,1230
2020/12/24 05:00:00+00,Ward 6,73,3379,151851,2021/01/20 16:15:05+00,1231
2020/12/26 05:00:00+00,Ward 6,74,3436,155279,2021/01/20 16:15:05+00,1232
2020/12/27 05:00:00+00,Ward 6,74,3467,155728,2021/01/20 16:15:05+00,1233
2020/12/28 05:00:00+00,Ward 6,75,3473,156186,2021/01/20 16:15:05+00,1234
2020/12/29 05:00:00+00,Ward 6,76,3511,156920,2021/01/20 16:15:05+00,1235
2020/12/30 05:00:00+00,Ward 6,76,3540,157638,2021/01/20 16:15:05+00,1236
2020/12/31 05:00:00+00,Ward 6,76,3587,158563,2021/01/20 16:15:05+00,1237
2021/01/01 05:00:00+00,Ward 6,76,3618,159452,2021/01/20 16:15:05+00,1238
2021/01/02 05:00:00+00,Ward 6,76,3655,160481,2021/01/20 16:15:05+00,1239
2021/01/03 05:00:00+00,Ward 6,76,3696,161059,2021/01/20 16:15:05+00,1240
2021/01/04 05:00:00+00,Ward 6,76,3723,162127,2021/01/20 16:15:05+00,1241
2021/01/05 05:00:00+00,Ward 6,77,3799,163423,2021/01/20 16:15:05+00,1242
2021/01/06 05:00:00+00,Ward 6,78,3844,164131,2021/01/20 16:15:05+00,1243
2021/01/07 05:00:00+00,Ward 6,78,3903,165046,2021/01/20 16:15:05+00,1244
2021/01/08 05:00:00+00,Ward 6,78,3957,165875,2021/01/20 16:15:05+00,1245
2021/01/09 05:00:00+00,Ward 6,78,4021,167283,2021/01/20 16:15:05+00,1246
2021/01/10 05:00:00+00,Ward 6,78,4047,167917,2021/01/20 16:15:05+00,1247
2021/01/11 05:00:00+00,Ward 6,79,4097,169272,2021/01/20 16:15:05+00,1248
2021/01/12 05:00:00+00,Ward 6,80,4123,169821,2021/01/20 16:15:05+00,1249
2021/01/13 05:00:00+00,Ward 6,82,4153,170723,2021/01/20 16:15:05+00,1250
2021/01/14 05:00:00+00,Ward 6,82,4209,172029,2021/01/20 16:15:05+00,1251
2021/01/15 05:00:00+00,Ward 6,82,4265,173894,2021/01/20 16:15:05+00,1252
2021/01/16 05:00:00+00,Ward 6,83,4321,175621,2021/01/20 16:15:05+00,1253
2021/01/17 05:00:00+00,Ward 6,86,4348,176203,2021/01/20 16:15:05+00,1254
2021/01/18 05:00:00+00,Ward 6,89,4383,177597,2021/01/20 16:15:05+00,1255
1970/01/01 00:00:00+00,Ward 6,,,,2021/01/20 16:15:05+00,1256
2020/03/31 04:00:00+00,Ward 7,,60,,2021/01/20 16:15:05+00,1257
2020/04/01 04:00:00+00,Ward 7,,66,,2021/01/20 16:15:05+00,1258
2020/04/02 04:00:00+00,Ward 7,,83,,2021/01/20 16:15:05+00,1259
2020/04/03 04:00:00+00,Ward 7,,104,,2021/01/20 16:15:05+00,1260
2020/04/04 04:00:00+00,Ward 7,,117,,2021/01/20 16:15:05+00,1261
2020/04/05 04:00:00+00,Ward 7,,138,,2021/01/20 16:15:05+00,1262
2020/04/06 04:00:00+00,Ward 7,,154,,2021/01/20 16:15:05+00,1263
2020/04/07 04:00:00+00,Ward 7,,186,,2021/01/20 16:15:05+00,1264
2020/04/08 04:00:00+00,Ward 7,,219,,2021/01/20 16:15:05+00,1265
2020/04/09 04:00:00+00,Ward 7,,238,,2021/01/20 16:15:05+00,1266
2020/04/10 04:00:00+00,Ward 7,,266,,2021/01/20 16:15:05+00,1267
2020/04/11 04:00:00+00,Ward 7,,284,,2021/01/20 16:15:05+00,1268
2020/04/12 04:00:00+00,Ward 7,,292,,2021/01/20 16:15:05+00,1269
2020/04/13 04:00:00+00,Ward 7,,296,,2021/01/20 16:15:05+00,1270
2020/04/14 04:00:00+00,Ward 7,,322,,2021/01/20 16:15:05+00,1271
2020/04/15 04:00:00+00,Ward 7,,361,,2021/01/20 16:15:05+00,1272
2020/04/16 04:00:00+00,Ward 7,,382,,2021/01/20 16:15:05+00,1273
2020/04/17 04:00:00+00,Ward 7,,402,,2021/01/20 16:15:05+00,1274
2020/04/18 04:00:00+00,Ward 7,,440,,2021/01/20 16:15:05+00,1275
2020/04/19 04:00:00+00,Ward 7,16,454,,2021/01/20 16:15:05+00,1276
2020/04/20 04:00:00+00,Ward 7,16,482,,2021/01/20 16:15:05+00,1277
2020/04/21 04:00:00+00,Ward 7,17,492,,2021/01/20 16:15:05+00,1278
2020/04/22 04:00:00+00,Ward 7,18,508,,2021/01/20 16:15:05+00,1279
2020/04/23 04:00:00+00,Ward 7,23,522,,2021/01/20 16:15:05+00,1280
2020/04/24 04:00:00+00,Ward 7,23,543,,2021/01/20 16:15:05+00,1281
2020/04/25 04:00:00+00,Ward 7,25,570,,2021/01/20 16:15:05+00,1282
2020/04/26 04:00:00+00,Ward 7,25,578,,2021/01/20 16:15:05+00,1283
2020/04/27 04:00:00+00,Ward 7,25,594,,2021/01/20 16:15:05+00,1284
2020/04/28 04:00:00+00,Ward 7,27,630,,2021/01/20 16:15:05+00,1285
2020/04/29 04:00:00+00,Ward 7,29,659,,2021/01/20 16:15:05+00,1286
2020/04/30 04:00:00+00,Ward 7,30,701,,2021/01/20 16:15:05+00,1287
2020/05/01 04:00:00+00,Ward 7,32,711,,2021/01/20 16:15:05+00,1288
2020/05/02 04:00:00+00,Ward 7,34,751,,2021/01/20 16:15:05+00,1289
2020/05/03 04:00:00+00,Ward 7,36,769,,2021/01/20 16:15:05+00,1290
2020/05/04 04:00:00+00,Ward 7,37,791,,2021/01/20 16:15:05+00,1291
2020/05/05 04:00:00+00,Ward 7,37,802,,2021/01/20 16:15:05+00,1292
2020/05/06 04:00:00+00,Ward 7,39,823,,2021/01/20 16:15:05+00,1293
2020/05/07 04:00:00+00,Ward 7,42,860,,2021/01/20 16:15:05+00,1294
2020/05/08 04:00:00+00,Ward 7,43,882,,2021/01/20 16:15:05+00,1295
2020/05/09 04:00:00+00,Ward 7,44,910,,2021/01/20 16:15:05+00,1296
2020/05/10 04:00:00+00,Ward 7,43,930,,2021/01/20 16:15:05+00,1297
2020/05/11 04:00:00+00,Ward 7,43,943,,2021/01/20 16:15:05+00,1298
2020/05/12 04:00:00+00,Ward 7,44,960,,2021/01/20 16:15:05+00,1299
2020/05/13 04:00:00+00,Ward 7,47,979,,2021/01/20 16:15:05+00,1300
2020/05/14 04:00:00+00,Ward 7,49,989,,2021/01/20 16:15:05+00,1301
2020/05/15 04:00:00+00,Ward 7,49,1016,,2021/01/20 16:15:05+00,1302
2020/05/16 04:00:00+00,Ward 7,51,1030,,2021/01/20 16:15:05+00,1303
2020/05/17 04:00:00+00,Ward 7,54,1058,,2021/01/20 16:15:05+00,1304
2020/05/18 04:00:00+00,Ward 7,56,1080,,2021/01/20 16:15:05+00,1305
2020/05/19 04:00:00+00,Ward 7,57,1091,4363,2021/01/20 16:15:05+00,1306
2020/05/20 04:00:00+00,Ward 7,59,1134,4725,2021/01/20 16:15:05+00,1307
2020/05/21 04:00:00+00,Ward 7,60,1147,,2021/01/20 16:15:05+00,1308
2020/05/22 04:00:00+00,Ward 7,61,1159,,2021/01/20 16:15:05+00,1309
2020/05/23 04:00:00+00,Ward 7,61,1168,,2021/01/20 16:15:05+00,1310
2020/05/24 04:00:00+00,Ward 7,62,1180,,2021/01/20 16:15:05+00,1311
2020/05/25 04:00:00+00,Ward 7,62,1194,5446,2021/01/20 16:15:05+00,1312
2020/05/26 04:00:00+00,Ward 7,62,1204,5911,2021/01/20 16:15:05+00,1313
2020/05/27 04:00:00+00,Ward 7,64,1219,,2021/01/20 16:15:05+00,1314
2020/05/28 04:00:00+00,Ward 7,64,1224,,2021/01/20 16:15:05+00,1315
2020/05/29 04:00:00+00,Ward 7,66,1269,6129,2021/01/20 16:15:05+00,1316
2020/05/30 04:00:00+00,Ward 7,66,1285,6273,2021/01/20 16:15:05+00,1317
2020/05/31 04:00:00+00,Ward 7,67,1296,,2021/01/20 16:15:05+00,1318
2020/06/01 04:00:00+00,Ward 7,68,1298,6338,2021/01/20 16:15:05+00,1319
2020/06/02 04:00:00+00,Ward 7,69,1298,6561,2021/01/20 16:15:05+00,1320
2020/06/03 04:00:00+00,Ward 7,69,1317,6740,2021/01/20 16:15:05+00,1321
2020/06/04 04:00:00+00,Ward 7,69,1325,6872,2021/01/20 16:15:05+00,1322
2020/06/05 04:00:00+00,Ward 7,70,1335,7097,2021/01/20 16:15:05+00,1323
2020/06/06 04:00:00+00,Ward 7,71,1345,7124,2021/01/20 16:15:05+00,1324
2020/06/07 04:00:00+00,Ward 7,71,1351,7229,2021/01/20 16:15:05+00,1325
2020/06/08 04:00:00+00,Ward 7,71,1363,7360,2021/01/20 16:15:05+00,1326
2020/06/09 04:00:00+00,Ward 7,72,1371,7360,2021/01/20 16:15:05+00,1327
2020/06/10 04:00:00+00,Ward 7,73,1375,7360,2021/01/20 16:15:05+00,1328
2020/06/11 04:00:00+00,Ward 7,73,1383,7797,2021/01/20 16:15:05+00,1329
2020/06/12 04:00:00+00,Ward 7,73,1395,7827,2021/01/20 16:15:05+00,1330
2020/06/13 04:00:00+00,Ward 7,75,1407,8087,2021/01/20 16:15:05+00,1331
2020/06/14 04:00:00+00,Ward 7,75,1409,8193,2021/01/20 16:15:05+00,1332
2020/06/15 04:00:00+00,Ward 7,75,1413,8285,2021/01/20 16:15:05+00,1333
2020/06/16 04:00:00+00,Ward 7,75,1415,8426,2021/01/20 16:15:05+00,1334
2020/06/17 04:00:00+00,Ward 7,75,1423,8543,2021/01/20 16:15:05+00,1335
2020/06/18 04:00:00+00,Ward 7,78,1432,8622,2021/01/20 16:15:05+00,1336
2020/06/19 04:00:00+00,Ward 7,78,1435,8823,2021/01/20 16:15:05+00,1337
2020/06/20 04:00:00+00,Ward 7,79,1436,8916,2021/01/20 16:15:05+00,1338
2020/06/21 04:00:00+00,Ward 7,80,1439,9088,2021/01/20 16:15:05+00,1339
2020/06/22 04:00:00+00,Ward 7,80,1446,9205,2021/01/20 16:15:05+00,1340
2020/06/23 04:00:00+00,Ward 7,80,1453,9321,2021/01/20 16:15:05+00,1341
2020/06/24 04:00:00+00,Ward 7,81,1456,9505,2021/01/20 16:15:05+00,1342
2020/06/25 04:00:00+00,Ward 7,82,1457,9626,2021/01/20 16:15:05+00,1343
2020/06/26 04:00:00+00,Ward 7,82,1459,9685,2021/01/20 16:15:05+00,1344
2020/06/27 04:00:00+00,Ward 7,82,1463,9908,2021/01/20 16:15:05+00,1345
2020/06/28 04:00:00+00,Ward 7,82,1470,10034,2021/01/20 16:15:05+00,1346
2020/06/29 04:00:00+00,Ward 7,82,1475,10146,2021/01/20 16:15:05+00,1347
2020/06/30 04:00:00+00,Ward 7,83,1482,10286,2021/01/20 16:15:05+00,1348
2020/07/01 04:00:00+00,Ward 7,83,1485,10378,2021/01/20 16:15:05+00,1349
2020/07/02 04:00:00+00,Ward 7,83,1487,10538,2021/01/20 16:15:05+00,1350
2020/07/03 04:00:00+00,Ward 7,83,1490,10695,2021/01/20 16:15:05+00,1351
2020/07/04 04:00:00+00,Ward 7,83,1495,10817,2021/01/20 16:15:05+00,1352
2020/07/05 04:00:00+00,Ward 7,83,1500,10922,2021/01/20 16:15:05+00,1353
2020/05/21 04:00:00+00,Ward 2,26,460,,2021/01/20 16:15:05+00,1354
2020/05/22 04:00:00+00,Ward 2,26,468,,2021/01/20 16:15:05+00,1355
