REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME,OBJECTID
2020/04/30 04:00:00+00,Ward 3,14,294,,2021/01/20 16:15:05+00,1627
2020/05/01 04:00:00+00,Ward 3,15,302,,2021/01/20 16:15:05+00,1628
2020/05/02 04:00:00+00,Ward 3,15,311,,2021/01/20 16:15:05+00,1629
2020/05/03 04:00:00+00,Ward 3,15,314,,2021/01/20 16:15:05+00,1630
2020/05/04 04:00:00+00,Ward 3,15,317,,2021/01/20 16:15:05+00,1631
2020/05/05 04:00:00+00,Ward 3,18,326,,2021/01/20 16:15:05+00,1632
2020/05/06 04:00:00+00,Ward 3,18,332,,2021/01/20 16:15:05+00,1633
2020/05/07 04:00:00+00,Ward 3,19,339,,2021/01/20 16:15:05+00,1634
2020/05/08 04:00:00+00,Ward 3,19,343,,2021/01/20 16:15:05+00,1635
2020/05/09 04:00:00+00,Ward 3,21,347,,2021/01/20 16:15:05+00,1636
2020/05/10 04:00:00+00,Ward 3,21,350,,2021/01/20 16:15:05+00,1637
2020/05/11 04:00:00+00,Ward 3,22,353,,2021/01/20 16:15:05+00,1638
2020/05/12 04:00:00+00,Ward 3,23,357,,2021/01/20 16:15:05+00,1639
2020/05/13 04:00:00+00,Ward 3,23,362,,2021/01/20 16:15:05+00,1640
2020/05/14 04:00:00+00,Ward 3,24,364,,2021/01/20 16:15:05+00,1641
2020/05/15 04:00:00+00,Ward 3,24,368,,2021/01/20 16:15:05+00,1642
2020/05/16 04:00:00+00,Ward 3,25,374,,2021/01/20 16:15:05+00,1643
2020/05/17 04:00:00+00,Ward 3,25,377,,2021/01/20 16:15:05+00,1644
2020/05/18 04:00:00+00,Ward 3,25,380,,2021/01/20 16:15:05+00,1645
2020/05/19 04:00:00+00,Ward 3,26,382,2947,2021/01/20 16:15:05+00,1646
2020/05/20 04:00:00+00,Ward 3,27,385,3126,2021/01/20 16:15:05+00,1647
2020/05/21 04:00:00+00,Ward 3,27,393,,2021/01/20 16:15:05+00,1648
2020/05/22 04:00:00+00,Ward 3,28,396,,2021/01/20 16:15:05+00,1649
2020/05/23 04:00:00+00,Ward 3,29,404,,2021/01/20 16:15:05+00,1650
2020/05/24 04:00:00+00,Ward 3,30,408,,2021/01/20 16:15:05+00,1651
2020/05/25 04:00:00+00,Ward 3,30,410,3471,2021/01/20 16:15:05+00,1652
2020/05/26 04:00:00+00,Ward 3,30,411,3645,2021/01/20 16:15:05+00,1653
2020/05/27 04:00:00+00,Ward 3,30,413,,2021/01/20 16:15:05+00,1654
2020/05/28 04:00:00+00,Ward 3,30,416,,2021/01/20 16:15:05+00,1655
2020/05/29 04:00:00+00,Ward 3,30,400,3733,2021/01/20 16:15:05+00,1656
2020/05/30 04:00:00+00,Ward 3,30,417,3870,2021/01/20 16:15:05+00,1657
2020/05/31 04:00:00+00,Ward 3,30,419,,2021/01/20 16:15:05+00,1658
2020/06/01 04:00:00+00,Ward 3,30,420,3898,2021/01/20 16:15:05+00,1659
2020/06/02 04:00:00+00,Ward 3,30,420,4071,2021/01/20 16:15:05+00,1660
2020/06/03 04:00:00+00,Ward 3,30,428,4155,2021/01/20 16:15:05+00,1661
2020/06/04 04:00:00+00,Ward 3,30,432,4188,2021/01/20 16:15:05+00,1662
2020/06/05 04:00:00+00,Ward 3,30,435,4348,2021/01/20 16:15:05+00,1663
2020/06/06 04:00:00+00,Ward 3,30,437,4433,2021/01/20 16:15:05+00,1664
2020/06/07 04:00:00+00,Ward 3,30,438,4515,2021/01/20 16:15:05+00,1665
2020/06/08 04:00:00+00,Ward 3,30,443,4625,2021/01/20 16:15:05+00,1666
2020/06/09 04:00:00+00,Ward 3,30,446,4625,2021/01/20 16:15:05+00,1667
2020/06/10 04:00:00+00,Ward 3,30,452,4625,2021/01/20 16:15:05+00,1668
2020/06/11 04:00:00+00,Ward 3,30,453,4958,2021/01/20 16:15:05+00,1669
2020/06/12 04:00:00+00,Ward 3,30,454,5043,2021/01/20 16:15:05+00,1670
2020/06/13 04:00:00+00,Ward 3,30,454,5178,2021/01/20 16:15:05+00,1671
2020/06/14 04:00:00+00,Ward 3,30,455,5296,2021/01/20 16:15:05+00,1672
2020/06/15 04:00:00+00,Ward 3,30,455,5478,2021/01/20 16:15:05+00,1673
2020/06/16 04:00:00+00,Ward 3,30,457,5749,2021/01/20 16:15:05+00,1674
2020/06/17 04:00:00+00,Ward 3,30,462,5919,2021/01/20 16:15:05+00,1675
2020/06/18 04:00:00+00,Ward 3,30,465,6073,2021/01/20 16:15:05+00,1676
2020/06/19 04:00:00+00,Ward 3,30,465,6439,2021/01/20 16:15:05+00,1677
2020/06/20 04:00:00+00,Ward 3,30,466,6612,2021/01/20 16:15:05+00,1678
2020/06/21 04:00:00+00,Ward 3,30,467,6842,2021/01/20 16:15:05+00,1679
2020/06/22 04:00:00+00,Ward 3,30,469,6961,2021/01/20 16:15:05+00,1680
2020/06/23 04:00:00+00,Ward 3,30,469,7049,2021/01/20 16:15:05+00,1681
2020/06/24 04:00:00+00,Ward 3,30,470,7183,2021/01/20 16:15:05+00,1682
2020/06/25 04:00:00+00,Ward 3,31,470,7298,2021/01/20 16:15:05+00,1683
2020/06/26 04:00:00+00,Ward 3,32,472,7381,2021/01/20 16:15:05+00,1684
2020/06/27 04:00:00+00,Ward 3,33,477,7820,2021/01/20 16:15:05+00,1685
2020/06/28 04:00:00+00,Ward 3,33,480,8156,2021/01/20 16:15:05+00,1686
2020/06/29 04:00:00+00,Ward 3,33,481,8412,2021/01/20 16:15:05+00,1687
2020/06/30 04:00:00+00,Ward 3,33,481,8657,2021/01/20 16:15:05+00,1688
2020/07/01 04:00:00+00,Ward 3,33,481,8742,2021/01/20 16:15:05+00,1689
2020/07/02 04:00:00+00,Ward 3,33,483,8896,2021/01/20 16:15:05+00,1690
2020/07/03 04:00:00+00,Ward 3,33,485,9082,2021/01/20 16:15:05+00,1691
2020/07/04 04:00:00+00,Ward 3,33,486,9244,2021/01/20 16:15:05+00,1692
2020/07/05 04:00:00+00,Ward 3,33,489,9401,2021/01/20 16:15:05+00,1693
2020/07/06 04:00:00+00,Ward 3,33,492,9644,2021/01/20 16:15:05+00,1694
2020/07/07 04:00:00+00,Ward 3,33,500,10112,2021/01/20 16:15:05+00,1695
2020/07/08 04:00:00+00,Ward 3,33,501,,2021/01/20 16:15:05+00,1696
2020/07/09 04:00:00+00,Ward 3,33,507,10774,2021/01/20 16:15:05+00,1697
2020/07/10 04:00:00+00,Ward 3,33,510,11021,2021/01/20 16:15:05+00,1698
2020/07/11 04:00:00+00,Ward 3,33,511,11488,2021/01/20 16:15:05+00,1699
2020/07/12 04:00:00+00,Ward 3,33,513,11814,2021/01/20 16:15:05+00,1700
2020/07/13 04:00:00+00,Ward 3,33,514,12216,2021/01/20 16:15:05+00,1701
2020/07/14 04:00:00+00,Ward 3,33,518,12640,2021/01/20 16:15:05+00,1702
2020/07/15 04:00:00+00,Ward 3,33,519,12867,2021/01/20 16:15:05+00,1703
2020/07/16 04:00:00+00,Ward 3,33,521,13253,2021/01/20 16:15:05+00,1704
2020/07/17 04:00:00+00,Ward 3,33,525,13701,2021/01/20 16:15:05+00,1705
2020/07/18 04:00:00+00,Ward 3,33,532,14889,2021/01/20 16:15:05+00,1706
2020/07/19 04:00:00+00,Ward 3,33,534,14308,2021/01/20 16:15:05+00,1707
2020/07/20 04:00:00+00,Ward 3,33,540,14836,2021/01/20 16:15:05+00,1708
2020/07/21 04:00:00+00,Ward 3,33,543,15217,2021/01/20 16:15:05+00,1709
2020/07/22 04:00:00+00,Ward 3,33,540,15599,2021/01/20 16:15:05+00,1710
2020/07/23 04:00:00+00,Ward 3,33,542,15937,2021/01/20 16:15:05+00,1711
2020/07/24 04:00:00+00,Ward 3,33,545,16276,2021/01/20 16:15:05+00,1712
2020/07/25 04:00:00+00,Ward 3,33,549,16555,2021/01/20 16:15:05+00,1713
2020/07/26 04:00:00+00,Ward 3,33,553,16954,2021/01/20 16:15:05+00,1714
2020/07/27 04:00:00+00,Ward 3,33,559,17471,2021/01/20 16:15:05+00,1715
2020/07/28 04:00:00+00,Ward 3,33,559,17647,2021/01/20 16:15:05+00,1716
2020/07/29 04:00:00+00,Ward 3,33,560,17827,2021/01/20 16:15:05+00,1717
2020/07/30 04:00:00+00,Ward 3,33,560,18528,2021/01/20 16:15:05+00,1718
2020/07/31 04:00:00+00,Ward 3,33,561,19288,2021/01/20 16:15:05+00,1719
2020/08/01 04:00:00+00,Ward 3,33,565,19598,2021/01/20 16:15:05+00,1720
2020/08/02 04:00:00+00,Ward 3,33,567,19750,2021/01/20 16:15:05+00,1721
2020/08/03 04:00:00+00,Ward 3,33,572,19810,2021/01/20 16:15:05+00,1722
2020/08/04 04:00:00+00,Ward 3,33,573,20210,2021/01/20 16:15:05+00,1723
2020/08/05 04:00:00+00,Ward 3,33,578,20566,2021/01/20 16:15:05+00,1724
2020/08/06 04:00:00+00,Ward 3,33,580,20793,2021/01/20 16:15:05+00,1725
2020/08/07 04:00:00+00,Ward 3,33,582,21333,2021/01/20 16:15:05+00,1726
2020/08/08 04:00:00+00,Ward 3,33,588,21863,2021/01/20 16:15:05+00,1727
2020/08/09 04:00:00+00,Ward 3,33,593,22091,2021/01/20 16:15:05+00,1728
2020/08/10 04:00:00+00,Ward 3,33,598,22331,2021/01/20 16:15:05+00,1729
2020/08/11 04:00:00+00,Ward 3,33,601,22615,2021/01/20 16:15:05+00,1730
2020/08/12 04:00:00+00,Ward 3,33,607,23115,2021/01/20 16:15:05+00,1731
2020/08/13 04:00:00+00,Ward 3,33,614,24059,2021/01/20 16:15:05+00,1732
2020/08/14 04:00:00+00,Ward 3,33,615,24228,2021/01/20 16:15:05+00,1733
2020/08/15 04:00:00+00,Ward 3,33,617,24738,2021/01/20 16:15:05+00,1734
2020/08/16 04:00:00+00,Ward 3,33,617,24975,2021/01/20 16:15:05+00,1735
2020/08/17 04:00:00+00,Ward 3,33,620,25249,2021/01/20 16:15:05+00,1736
2020/08/18 04:00:00+00,Ward 3,33,620,25350,2021/01/20 16:15:05+00,1737
2020/08/19 04:00:00+00,Ward 3,33,626,25682,2021/01/20 16:15:05+00,1738
2020/08/20 04:00:00+00,Ward 3,33,629,26258,2021/01/20 16:15:05+00,1739
2020/08/21 04:00:00+00,Ward 3,33,632,26809,2021/01/20 16:15:05+00,1740
2020/08/22 04:00:00+00,Ward 3,33,633,27113,2021/01/20 16:15:05+00,1741
2020/08/23 04:00:00+00,Ward 3,33,635,27490,2021/01/20 16:15:05+00,1742
2020/08/24 04:00:00+00,Ward 3,33,638,27696,2021/01/20 16:15:05+00,1743
2020/08/25 04:00:00+00,Ward 3,33,639,27950,2021/01/20 16:15:05+00,1744
2020/08/26 04:00:00+00,Ward 3,33,646,28286,2021/01/20 16:15:05+00,1745
2020/08/27 04:00:00+00,Ward 3,33,652,28759,2021/01/20 16:15:05+00,1746
2020/08/28 04:00:00+00,Ward 3,33,655,29338,2021/01/20 16:15:05+00,1747
2020/08/29 04:00:00+00,Ward 3,33,659,29636,2021/01/20 16:15:05+00,1748
2020/08/30 04:00:00+00,Ward 3,33,660,29806,2021/01/20 16:15:05+00,1749
2020/08/31 04:00:00+00,Ward 3,33,662,29985,2021/01/20 16:15:05+00,1750
2020/09/01 04:00:00+00,Ward 3,33,664,30204,2021/01/20 16:15:05+00,1751
2020/09/02 04:00:00+00,Ward 3,33,666,30738,2021/01/20 16:15:05+00,1752
2020/09/03 04:00:00+00,Ward 3,33,672,31123,2021/01/20 16:15:05+00,1753
2020/09/04 04:00:00+00,Ward 3,33,674,31689,2021/01/20 16:15:05+00,1754
2020/09/05 04:00:00+00,Ward 3,33,677,32265,2021/01/20 16:15:05+00,1755
2020/09/06 04:00:00+00,Ward 3,33,676,32407,2021/01/20 16:15:05+00,1756
2020/09/07 04:00:00+00,Ward 3,33,676,32699,2021/01/20 16:15:05+00,1757
2020/09/08 04:00:00+00,Ward 3,34,678,32775,2021/01/20 16:15:05+00,1758
2020/09/09 04:00:00+00,Ward 3,34,683,32942,2021/01/20 16:15:05+00,1759
2020/09/10 04:00:00+00,Ward 3,34,688,33249,2021/01/20 16:15:05+00,1760
2020/09/11 04:00:00+00,Ward 3,34,695,33788,2021/01/20 16:15:05+00,1761
2020/09/12 04:00:00+00,Ward 3,34,697,34119,2021/01/20 16:15:05+00,1762
2020/09/13 04:00:00+00,Ward 3,34,698,34248,2021/01/20 16:15:05+00,1763
2020/09/14 04:00:00+00,Ward 3,34,703,34600,2021/01/20 16:15:05+00,1764
2020/09/15 04:00:00+00,Ward 3,34,709,34844,2021/01/20 16:15:05+00,1765
2020/09/16 04:00:00+00,Ward 3,34,713,35171,2021/01/20 16:15:05+00,1766
2020/09/17 04:00:00+00,Ward 3,34,720,35856,2021/01/20 16:15:05+00,1767
2020/09/18 04:00:00+00,Ward 3,34,722,36205,2021/01/20 16:15:05+00,1768
2020/09/19 04:00:00+00,Ward 3,34,734,36561,2021/01/20 16:15:05+00,1769
2020/09/20 04:00:00+00,Ward 3,34,734,36763,2021/01/20 16:15:05+00,1770
2020/09/21 04:00:00+00,Ward 3,34,738,37199,2021/01/20 16:15:05+00,1771
2020/09/22 04:00:00+00,Ward 3,34,740,37416,2021/01/20 16:15:05+00,1772
2020/09/23 04:00:00+00,Ward 3,34,744,37865,2021/01/20 16:15:05+00,1773
2020/09/24 04:00:00+00,Ward 3,34,747,38535,2021/01/20 16:15:05+00,1774
2020/09/25 04:00:00+00,Ward 3,34,749,39087,2021/01/20 16:15:05+00,1775
2020/09/26 04:00:00+00,Ward 3,34,751,39386,2021/01/20 16:15:05+00,1776
2020/09/27 04:00:00+00,Ward 3,34,752,39547,2021/01/20 16:15:05+00,1777
2020/09/28 04:00:00+00,Ward 3,34,754,39946,2021/01/20 16:15:05+00,1778
2020/09/29 04:00:00+00,Ward 3,34,757,40046,2021/01/20 16:15:05+00,1779
2020/09/30 04:00:00+00,Ward 3,34,760,40155,2021/01/20 16:15:05+00,1780
2020/10/01 04:00:00+00,Ward 3,34,764,40565,2021/01/20 16:15:05+00,1781
2020/10/02 04:00:00+00,Ward 3,34,767,40911,2021/01/20 16:15:05+00,1782
2020/10/03 04:00:00+00,Ward 3,34,770,41040,2021/01/20 16:15:05+00,1783
2020/10/04 04:00:00+00,Ward 3,34,770,41311,2021/01/20 16:15:05+00,1784
2020/10/05 04:00:00+00,Ward 3,34,774,42331,2021/01/20 16:15:05+00,1785
2020/10/06 04:00:00+00,Ward 3,34,774,42597,2021/01/20 16:15:05+00,1786
2020/10/07 04:00:00+00,Ward 3,34,780,42900,2021/01/20 16:15:05+00,1787
2020/10/08 04:00:00+00,Ward 3,34,784,43348,2021/01/20 16:15:05+00,1788
2020/10/09 04:00:00+00,Ward 3,34,788,44256,2021/01/20 16:15:05+00,1789
2020/10/10 04:00:00+00,Ward 3,34,788,44814,2021/01/20 16:15:05+00,1790
2020/10/11 04:00:00+00,Ward 3,34,791,45045,2021/01/20 16:15:05+00,1791
2020/10/12 04:00:00+00,Ward 3,34,791,45418,2021/01/20 16:15:05+00,1792
2020/10/13 04:00:00+00,Ward 3,34,797,46049,2021/01/20 16:15:05+00,1793
2020/10/14 04:00:00+00,Ward 3,34,799,46259,2021/01/20 16:15:05+00,1794
2020/10/15 04:00:00+00,Ward 3,34,808,46633,2021/01/20 16:15:05+00,1795
2020/10/16 04:00:00+00,Ward 3,34,810,47348,2021/01/20 16:15:05+00,1796
2020/10/17 04:00:00+00,Ward 3,34,810,47726,2021/01/20 16:15:05+00,1797
2020/10/18 04:00:00+00,Ward 3,34,812,47981,2021/01/20 16:15:05+00,1798
2020/10/19 04:00:00+00,Ward 3,34,816,48462,2021/01/20 16:15:05+00,1799
2020/10/20 04:00:00+00,Ward 3,34,822,48796,2021/01/20 16:15:05+00,1800
2020/10/21 04:00:00+00,Ward 3,34,823,49050,2021/01/20 16:15:05+00,1801
2020/10/22 04:00:00+00,Ward 3,34,826,49556,2021/01/20 16:15:05+00,1802
2020/10/23 04:00:00+00,Ward 3,34,832,50051,2021/01/20 16:15:05+00,1803
2020/10/24 04:00:00+00,Ward 3,34,837,50693,2021/01/20 16:15:05+00,1804
2020/10/25 04:00:00+00,Ward 3,34,838,50813,2021/01/20 16:15:05+00,1805
2020/10/26 04:00:00+00,Ward 3,34,844,51260,2021/01/20 16:15:05+00,1806
2020/10/27 04:00:00+00,Ward 3,34,848,51525,2021/01/20 16:15:05+00,1807
2020/10/28 04:00:00+00,Ward 3,34,850,51905,2021/01/20 16:15:05+00,1808
2020/10/29 04:00:00+00,Ward 3,34,855,52448,2021/01/20 16:15:05+00,1809
2020/10/30 04:00:00+00,Ward 3,34,862,52976,2021/01/20 16:15:05+00,1810
2020/10/31 04:00:00+00,Ward 3,34,865,53484,2021/01/20 16:15:05+00,1811
2020/11/01 04:00:00+00,Ward 3,34,867,53897,2021/01/20 16:15:05+00,1812
2020/11/02 05:00:00+00,Ward 3,34,878,54415,2021/01/20 16:15:05+00,1813
2020/11/03 05:00:00+00,Ward 3,34,883,54798,2021/01/20 16:15:05+00,1814
2020/11/04 05:00:00+00,Ward 3,34,885,55119,2021/01/20 16:15:05+00,1815
2020/11/05 05:00:00+00,Ward 3,34,893,55748,2021/01/20 16:15:05+00,1816
2020/11/06 05:00:00+00,Ward 3,34,901,56301,2021/01/20 16:15:05+00,1817
2020/11/07 05:00:00+00,Ward 3,34,912,56789,2021/01/20 16:15:05+00,1818
2020/11/08 05:00:00+00,Ward 3,34,920,57029,2021/01/20 16:15:05+00,1819
2020/11/09 05:00:00+00,Ward 3,34,929,57339,2021/01/20 16:15:05+00,1820
2020/11/10 05:00:00+00,Ward 3,34,952,58028,2021/01/20 16:15:05+00,1821
2020/11/11 05:00:00+00,Ward 3,34,957,58381,2021/01/20 16:15:05+00,1822
2020/11/12 05:00:00+00,Ward 3,34,969,59069,2021/01/20 16:15:05+00,1823
2020/11/13 05:00:00+00,Ward 3,34,975,59636,2021/01/20 16:15:05+00,1824
2020/11/14 05:00:00+00,Ward 3,34,983,60077,2021/01/20 16:15:05+00,1825
2020/11/15 05:00:00+00,Ward 3,34,986,60185,2021/01/20 16:15:05+00,1826
2020/11/16 05:00:00+00,Ward 3,34,1001,60798,2021/01/20 16:15:05+00,1827
2020/11/17 05:00:00+00,Ward 3,34,1010,61214,2021/01/20 16:15:05+00,1828
2020/11/18 05:00:00+00,Ward 3,34,1025,61832,2021/01/20 16:15:05+00,1829
2020/11/19 05:00:00+00,Ward 3,34,1026,62159,2021/01/20 16:15:05+00,1830
2020/11/20 05:00:00+00,Ward 3,34,1032,63157,2021/01/20 16:15:05+00,1831
2020/11/21 05:00:00+00,Ward 3,34,1046,64130,2021/01/20 16:15:05+00,1832
2020/11/22 05:00:00+00,Ward 3,34,1063,65000,2021/01/20 16:15:05+00,1833
2020/11/23 05:00:00+00,Ward 3,34,1071,65494,2021/01/20 16:15:05+00,1834
2020/11/24 05:00:00+00,Ward 3,34,1076,65873,2021/01/20 16:15:05+00,1835
2020/11/25 05:00:00+00,Ward 3,34,1083,67162,2021/01/20 16:15:05+00,1836
2020/11/26 05:00:00+00,Ward 3,34,1093,68178,2021/01/20 16:15:05+00,1837
2020/11/27 05:00:00+00,Ward 3,34,1123,69721,2021/01/20 16:15:05+00,1838
2020/11/28 05:00:00+00,Ward 3,34,1134,70229,2021/01/20 16:15:05+00,1839
2020/11/29 05:00:00+00,Ward 3,34,1143,70657,2021/01/20 16:15:05+00,1840
2020/11/30 05:00:00+00,Ward 3,34,1156,70962,2021/01/20 16:15:05+00,1841
2020/12/01 05:00:00+00,Ward 3,35,1168,71481,2021/01/20 16:15:05+00,1842
2020/12/02 05:00:00+00,Ward 3,35,1181,74103,2021/01/20 16:15:05+00,1843
2020/12/03 05:00:00+00,Ward 3,35,1192,74101,2021/01/20 16:15:05+00,1844
2020/12/04 05:00:00+00,Ward 3,35,1219,75776,2021/01/20 16:15:05+00,1845
2020/12/05 05:00:00+00,Ward 3,35,1233,76376,2021/01/20 16:15:05+00,1846
2020/12/06 05:00:00+00,Ward 3,35,1248,76838,2021/01/20 16:15:05+00,1847
2020/12/07 05:00:00+00,Ward 3,35,1260,77592,2021/01/20 16:15:05+00,1848
2020/12/08 05:00:00+00,Ward 3,35,1281,78201,2021/01/20 16:15:05+00,1849
2020/12/09 05:00:00+00,Ward 3,35,1287,78560,2021/01/20 16:15:05+00,1850
2020/12/10 05:00:00+00,Ward 3,35,1299,78945,2021/01/20 16:15:05+00,1851
2020/12/11 05:00:00+00,Ward 3,35,1319,79782,2021/01/20 16:15:05+00,1852
2020/12/12 05:00:00+00,Ward 3,36,1330,80452,2021/01/20 16:15:05+00,1853
2020/12/13 05:00:00+00,Ward 3,36,1343,80781,2021/01/20 16:15:05+00,1854
2020/12/14 05:00:00+00,Ward 3,36,1360,81407,2021/01/20 16:15:05+00,1855
2020/12/15 05:00:00+00,Ward 3,36,1369,82079,2021/01/20 16:15:05+00,1856
2020/12/16 05:00:00+00,Ward 3,36,1373,82430,2021/01/20 16:15:05+00,1857
2020/12/17 05:00:00+00,Ward 3,36,1385,83044,2021/01/20 16:15:05+00,1858
2020/12/18 05:00:00+00,Ward 3,36,1391,84002,2021/01/20 16:15:05+00,1859
2020/12/19 05:00:00+00,Ward 3,36,1402,84576,2021/01/20 16:15:05+00,1860
2020/12/20 05:00:00+00,Ward 3,36,1409,84997,2021/01/20 16:15:05+00,1861
2020/12/21 05:00:00+00,Ward 3,36,1418,85431,2021/01/20 16:15:05+00,1862
2020/12/22 05:00:00+00,Ward 3,36,1440,86582,2021/01/20 16:15:05+00,1863
2020/12/23 05:00:00+00,Ward 3,37,1451,87049,2021/01/20 16:15:05+00,1864
2020/12/24 05:00:00+00,Ward 3,38,1471,87969,2021/01/20 16:15:05+00,1865
2020/12/26 05:00:00+00,Ward 3,38,1488,89845,2021/01/20 16:15:05+00,1866
2020/12/27 05:00:00+00,Ward 3,38,1501,90064,2021/01/20 16:15:05+00,1867
2020/12/28 05:00:00+00,Ward 3,39,1511,90299,2021/01/20 16:15:05+00,1868
2020/12/29 05:00:00+00,Ward 3,40,1526,90637,2021/01/20 16:15:05+00,1869
2020/12/30 05:00:00+00,Ward 3,40,1538,90912,2021/01/20 16:15:05+00,1870
2020/12/31 05:00:00+00,Ward 3,40,1562,91702,2021/01/20 16:15:05+00,1871
2021/01/01 05:00:00+00,Ward 3,41,1587,92282,2021/01/20 16:15:05+00,1872
2021/01/02 05:00:00+00,Ward 3,41,1599,92862,2021/01/20 16:15:05+00,1873
2021/01/03 05:00:00+00,Ward 3,41,1606,93218,2021/01/20 16:15:05+00,1874
2021/01/04 05:00:00+00,Ward 3,42,1620,93660,2021/01/20 16:15:05+00,1875
2021/01/05 05:00:00+00,Ward 3,42,1634,94116,2021/01/20 16:15:05+00,1876
2021/01/06 05:00:00+00,Ward 3,42,1655,94480,2021/01/20 16:15:05+00,1877
2021/01/07 05:00:00+00,Ward 3,42,1675,95268,2021/01/20 16:15:05+00,1878
2021/01/08 05:00:00+00,Ward 3,42,1692,95916,2021/01/20 16:15:05+00,1879
2021/01/09 05:00:00+00,Ward 3,42,1716,96430,2021/01/20 16:15:05+00,1880
2021/01/10 05:00:00+00,Ward 3,42,1725,96730,2021/01/20 16:15:05+00,1881
2021/01/11 05:00:00+00,Ward 3,42,1748,97530,2021/01/20 16:15:05+00,1882
2021/01/12 05:00:00+00,Ward 3,42,1765,97805,2021/01/20 16:15:05+00,1883
2021/01/13 05:00:00+00,Ward 3,42,1781,98191,2021/01/20 16:15:05+00,1884
2021/01/14 05:00:00+00,Ward 3,42,1796,98858,2021/01/20 16:15:05+00,1885
2021/01/15 05:00:00+00,Ward 3,43,1831,99959,2021/01/20 16:15:05+00,1886
2021/01/16 05:00:00+00,Ward 3,43,1853,100437,2021/01/20 16:15:05+00,1887
2021/01/17 05:00:00+00,Ward 3,43,1862,100647,2021/01/20 16:15:05+00,1888
2021/01/18 05:00:00+00,Ward 3,44,1881,101301,2021/01/20 16:15:05+00,1889
1970/01/01 00:00:00+00,Ward 3,,,,2021/01/20 16:15:05+00,1890
2020/03/31 04:00:00+00,Ward 4,,85,,2021/01/20 16:15:05+00,1891
2020/04/01 04:00:00+00,Ward 4,,96,,2021/01/20 16:15:05+00,1892
2020/04/02 04:00:00+00,Ward 4,,108,,2021/01/20 16:15:05+00,1893
2020/04/03 04:00:00+00,Ward 4,,135,,2021/01/20 16:15:05+00,1894
2020/04/04 04:00:00+00,Ward 4,,145,,2021/01/20 16:15:05+00,1895
2020/04/05 04:00:00+00,Ward 4,,168,,2021/01/20 16:15:05+00,1896
2020/04/06 04:00:00+00,Ward 4,,185,,2021/01/20 16:15:05+00,1897
2020/04/07 04:00:00+00,Ward 4,,223,,2021/01/20 16:15:05+00,1898
2020/04/08 04:00:00+00,Ward 4,,244,,2021/01/20 16:15:05+00,1899
2020/04/09 04:00:00+00,Ward 4,,267,,2021/01/20 16:15:05+00,1900
2020/04/10 04:00:00+00,Ward 4,,288,,2021/01/20 16:15:05+00,1901
2020/04/11 04:00:00+00,Ward 4,,303,,2021/01/20 16:15:05+00,1902
2020/04/12 04:00:00+00,Ward 4,,312,,2021/01/20 16:15:05+00,1903
2020/04/13 04:00:00+00,Ward 4,,326,,2021/01/20 16:15:05+00,1904
2020/04/14 04:00:00+00,Ward 4,,361,,2021/01/20 16:15:05+00,1905
2020/04/15 04:00:00+00,Ward 4,,389,,2021/01/20 16:15:05+00,1906
2020/04/16 04:00:00+00,Ward 4,,423,,2021/01/20 16:15:05+00,1907
2020/04/17 04:00:00+00,Ward 4,,459,,2021/01/20 16:15:05+00,1908
2020/04/18 04:00:00+00,Ward 4,,477,,2021/01/20 16:15:05+00,1909
2020/04/19 04:00:00+00,Ward 4,14,499,,2021/01/20 16:15:05+00,1910
2020/04/20 04:00:00+00,Ward 4,15,515,,2021/01/20 16:15:05+00,1911
2020/04/21 04:00:00+00,Ward 4,16,543,,2021/01/20 16:15:05+00,1912
2020/04/22 04:00:00+00,Ward 4,17,562,,2021/01/20 16:15:05+00,1913
2020/04/23 04:00:00+00,Ward 4,18,595,,2021/01/20 16:15:05+00,1914
2020/04/24 04:00:00+00,Ward 4,20,636,,2021/01/20 16:15:05+00,1915
2020/04/25 04:00:00+00,Ward 4,22,663,,2021/01/20 16:15:05+00,1916
2020/04/26 04:00:00+00,Ward 4,23,681,,2021/01/20 16:15:05+00,1917
2020/04/27 04:00:00+00,Ward 4,23,702,,2021/01/20 16:15:05+00,1918
2020/04/28 04:00:00+00,Ward 4,26,727,,2021/01/20 16:15:05+00,1919
2020/04/29 04:00:00+00,Ward 4,30,774,,2021/01/20 16:15:05+00,1920
2020/04/30 04:00:00+00,Ward 4,30,849,,2021/01/20 16:15:05+00,1921
2020/05/01 04:00:00+00,Ward 4,30,889,,2021/01/20 16:15:05+00,1922
2020/05/02 04:00:00+00,Ward 4,35,931,,2021/01/20 16:15:05+00,1923
2020/05/03 04:00:00+00,Ward 4,36,980,,2021/01/20 16:15:05+00,1924
2020/05/04 04:00:00+00,Ward 4,36,1009,,2021/01/20 16:15:05+00,1925
2020/05/05 04:00:00+00,Ward 4,38,1044,,2021/01/20 16:15:05+00,1926
2020/05/06 04:00:00+00,Ward 4,40,1089,,2021/01/20 16:15:05+00,1927
2020/05/07 04:00:00+00,Ward 4,42,1150,,2021/01/20 16:15:05+00,1928
2020/05/08 04:00:00+00,Ward 4,42,1203,,2021/01/20 16:15:05+00,1929
2020/05/09 04:00:00+00,Ward 4,44,1241,,2021/01/20 16:15:05+00,1930
